proj_id,group_id,title,cat
1030463037,5415,103年度雲林縣農村[拾器]時代巡迴列車 資源回收推動計畫(另開新視窗),05
1030339130,5415,103年度雲林縣「強化商圈、市集、夜市資源回收與垃圾減量」行動項目專案計畫(另開新視窗),05
1030876715,5415,廢食用油整體流向調查估算及訪查作業專案計畫(另開新視窗),05
1032312927,5415,103年度金門縣低碳城市(島)之垃圾減量資源循環推動計畫(另開新視窗),05
1031544483,5415,研修一般廢棄物清除處理費制度及相關法規專案計畫(另開新視窗),05
1036114901,5415,廢玻璃容器回收獎勵推廣專案工作計畫(另開新視窗),05
1030135831,5415,雲林環境友善農業發展規劃專案工作計畫(另開新視窗),05
1033728983,5415,廢棄物回收清除處理設施用地需求及困境解決對策專案工作計畫(另開新視窗),05
1030517577,5415,電子廢棄物管理制度與處理技術輸出先期評估計畫(另開新視窗),05
1030537091,5415,臺東縣環境保護局-103年度臺東縣隨車破袋稽查資源回收物工作計畫(另開新視窗),05
1031214994,5415,加強和平區資源回收推動計畫(另開新視窗),05
1031461666,5415,103年度臺中市事業廢棄物流向管制、減量再利用及非法棄置管理之輔導計畫(另開新視窗),05
1030037256,5415,102年臺中市焚化廠底渣委託再利用處理計畫(後續擴充)(另開新視窗),05
1036482019,5415,資源回收宣傳片攝製及託播(另開新視窗),05
1037029482,5415,102至104年度一般廢棄物最終處置前組成採樣及分析工作委託專案計畫（103年度，第2年）(另開新視窗),05
1031532977,5415,103年度嘉義縣廢農藥與廢玻璃容器回收精進計畫(另開新視窗),05
1034199303,5415,應回收容器列管範圍評估與容器回收體系調查專案工作計畫(另開新視窗),05
1034943462,5415,「廢電子電器及資訊物品販賣、回收處理體系管理及回收處理效益提升」專案工作計畫(另開新視窗),05
1034989397,5415,強化整合生活廢棄資源管理及系統維運專案計畫(另開新視窗),05
1035349297,5415,103年度資源回收電子報發行專案工作計畫(另開新視窗),05
1035448922,5415,應回收廢容器回收處理體系精進(另開新視窗),05
1035949553,5415,103年度資源回收管理資訊系統(RRMS)新增功能建置整合暨維護專案工作計畫(另開新視窗),05
1037865028,5415,強化廢輪胎、廢鉛蓄電池回收處理及再利用體系運作暨碳排放係數建置(另開新視窗),05
1031650948,5415,兩岸資源回收與廢棄物管理環保服務業交流平臺(另開新視窗),05
1030784821,5415,103年建置ARM自動資源回收機器結合捷運一卡通自動加值系統暨宣導作業(另開新視窗),05
1031409783,5415,103年度大阿里山風景區與鄒族部落資源回收零廢棄推廣計畫(另開新視窗),05
1081569066,5405,108年溫室氣體排放清冊統計與階段管制目標推動(另開新視窗),02
1080387558,5405,低碳永續家園專案貸款信用保證推動、利息補貼及減免關稅之審核計畫(另開新視窗),02
1080015698,5405,移動污染源相關管制系統維運暨擴增專案工作計畫(另開新視窗),02
1080145649,5405,108年船舶及非公路運輸交通工具排放量管理專案工作計畫(另開新視窗),02
1081228970,5405,花蓮縣垃圾車裝置濾煙器示範運行計畫採購案(另開新視窗),02
1080520057,5405,建置臺灣空氣品質模式數據平台(另開新視窗),02
1082053180,5405,推動室內空氣品質自主管理示範及維護管理計畫(另開新視窗),02
1080325206,5405,108年度雲林縣濁水溪緊急應變防制計畫(另開新視窗),02
1081747766,5405,108年度電動車輛推廣、查核及電池性能提升示範運行專案工作計畫(另開新視窗),02
1080839475,5405,108-109年空氣品質監測站數據收集處理系統維護及功能強化計畫(另開新視窗),02
1080027378,5405,108至109年新竹市空氣品質感測物聯網布建及維護計畫(另開新視窗),02
1081672256,5405,108年度金門縣逸散污染源稽查管制計畫(另開新視窗),02
1080029931,5405,金門縣108年度移動污染源稽查管制計畫(另開新視窗),02
1082532176,5405,109年「排放管道中粒狀污染物檢測技術評鑑績效評估計畫 」(另開新視窗),02
1080883747,5405,108年度連江縣污染源管制計畫(另開新視窗),02
1080625732,5405,108年空氣污染物來源偵查與蒐證技術之研究及實務應用計畫(另開新視窗),02
1082151897,5405,108年度臺南市空氣品質維護區高污染移動污染源稽查管制暨車辨操作維護計畫(另開新視窗),02
1080315425,5405,108年度彰化縣室內空氣品質查核暨輔導管制計畫(另開新視窗),02
1081193905,5405,108年新北市營建工程空氣污染防制計畫(另開新視窗),02
1081525010,5405,107年度空氣污染綜合防制及應變計畫(後續擴充)(另開新視窗),02
1080063961,5405,108年新北市固定污染源特定行業管制及空污費催補繳計畫(另開新視窗),02
1080056549,5405,108年新北市機車污染源稽查管制計畫(另開新視窗),02
1080996268,5405,108年新北市柴油車污染稽查管制計畫(另開新視窗),02
1080883591,5405,108年高污染車輛汰舊補助減量及排氣定期檢驗管理計畫(另開新視窗),02
1081138005,5405,108年度河川揚塵防制推動控管計畫(另開新視窗),02
1080684056,5405,108年度雲林縣濁水溪河川揚塵監測及應變暨宣導推動計畫(另開新視窗),02
1080301586,5405,108年空氣品質惡化應變及防護計畫(另開新視窗),02
1082359259,5405,汽車空氣污染物驗證核章作業暨新車污染管制資料庫整合專案工作計畫(另開新視窗),02
1080722210,5405,使用中機車污染管制及機車排氣檢驗站品質管理專案工作計畫(另開新視窗),02
1080745625,5405,108年度雲林縣固定污染源管制與查核計畫(另開新視窗),02
1082149613,5405,石化工業區鄰近彰化及雲林縣環境重金屬調查監測計畫(另開新視窗),02
1081484065,5405,空氣品質惡化緊急防制應變精進作為(另開新視窗),02
1081788043,5405,108年度新竹縣移動污染源管制計畫(另開新視窗),02
1082136440,5405,108年度新竹縣柴油車動力計排煙檢測計畫(另開新視窗),02
1080150562,5405,推動使用中柴油車污染改善專案工作計畫(另開新視窗),02
1080698994,5405,108年度新竹市固定污染源管制暨連續自動監測系統(CEMS)查核計畫(另開新視窗),02
1080117120,5405,108年度雲林縣空氣品質淨化區維護管理及社區生態綠化推廣計畫(另開新視窗),02
1080926485,5405,108年度臺東縣卑南溪河川揚塵防制及改善推動計畫(另開新視窗),02
1081915784,5405,108年度屏東縣砂石場稽查管制計畫(另開新視窗),02
1080055471,5405,108年度「屏東縣空氣品質感測物聯網布建計畫」(另開新視窗),02
1082609356,5405,108年度基隆市逸散污染物稽查管制暨空氣品質淨化區計畫(另開新視窗),02
1080283630,5405,108年度澎湖縣移動污染源稽查管制計畫(另開新視窗),02
1080482657,5405,施工機具調查及污染減量計畫(另開新視窗),02
1080633793,5405,108年度基隆市柴油車排煙檢測站操作管理及港區移動源稽查檢測管制計畫(另開新視窗),02
1080764267,5405,108年基隆市低碳永續家園建構推動計畫(另開新視窗),02
1081182838,5405,108年度基隆市加強街道揚塵洗掃計畫(另開新視窗),02
1080480028,5405,108年度基隆市室內空氣品質管理計畫(另開新視窗),02
1080225269,5405,108年度雲林縣空氣品質維護管理、管制成效整合暨空氣品質惡化緊急應變計畫(另開新視窗),02
1082681795,5405,108年度基隆市固定污染源許可審核、空污費徵收及餐飲業稽查管制計畫(另開新視窗),02
1081140279,5405,108年度基隆市空氣污染陳情案件稽查管制暨祭祀污染減量計畫(另開新視窗),02
1021203102,5425,102年度臺南市海域環境監測及海污緊急應變工作計劃期末報告(定稿)(另開新視窗),10
1020568773,5425,102年度雲林縣沿海地區環境流行病學研究計畫(另開新視窗),10
1021633577,5425,102年度臺北市機車排氣檢驗站考核評鑑暨定檢通知計畫(另開新視窗),10
1021825133,5425,102年度「臺北市推動公共場所室內空氣品質管理宣導及檢測計畫」(另開新視窗),10
1026515228,5425,102至104年環境水質北區監測計畫(另開新視窗),10
1024348301,5425,102至104年環境水質中區監測計畫(另開新視窗),10
1028576643,5425,102年度環境空氣品質監測計畫(另開新視窗),10
1023033052,5425,102至104年環境水質監測作業管理評析暨品質保證計畫(另開新視窗),10
1020655978,5425,102至104年環境水質南區監測計畫(另開新視窗),10
1020033167,5425,土壤及地下水相關計畫檢測作業品保監督查核(另開新視窗),10
1024598669,5425,102年度新竹縣頭前溪流域生態治理區成效評估暨教育推廣計畫(另開新視窗),10
1024390206,5425,102年度桃園縣空氣品質監測站操作維護計畫(另開新視窗),10
1021425527,5425,102年度卑南溪河川揚塵防制及改善推動計畫(另開新視窗),10
1020031596,5425,102年臺南市水污染源科學稽查管制計畫－水污染源科學稽查管制工作(另開新視窗),10
1028572873,5425,臺中市大安濱海樂園周邊及大甲溪出海口河川海灘水體水質監測計畫(另開新視窗),10
1028006164,5425,任務型環境水質自動監測試辦計畫(另開新視窗),10
1023600183,5425,臺中市大里區光正路地下水污染監測井預警網設置調查計畫(另開新視窗),10
1021305500,5425,102年度彰化縣臭氧前驅物長期背景監測計畫(另開新視窗),10
1023988146,5425,101暨102年度空氣品質管理中心維護及操作計畫(另開新視窗),10
1039962923,5425,102年度臺南市空氣品質監測站資訊顯示系統操作維護及分析作業計畫(另開新視窗),10
1028781034,5425,高雄市河川揚塵防制及改善推動計畫(另開新視窗),10
1027913925,5425,國內標準氣體製備與品質管理制度之建置與評估(另開新視窗),10
1026253211,5425,102年度臺南市推動室內空氣品質改善計畫(另開新視窗),10
1028262879,5425,102年臺中市固定污染源稽查及有害空氣污染物管制暨應變計畫(另開新視窗),10
1022084184,5425,溶出試驗檢測技術評析(另開新視窗),10
1026641135,5425,102年度屏東縣空氣品質監測站操作維護及品保品管計畫(另開新視窗),10
1028920402,5425,環境奈米檢測技術開發（1/4）－「水中奈米微粒富勒烯分離技術先期研究」(另開新視窗),10
1028034794,5425,嘉義市細懸浮微粒管制對策及健康風險評估計畫(另開新視窗),10
1022819132,5425,環境鑑識技術開發研究(1/4)-皮革業與石化業污泥行業現況調查與技術開發(另開新視窗),10
1037167445,5425,102年臺中市環境品質監測站操作維護工作計畫(另開新視窗),10
1020409687,5425,量子點奈米基因指紋鑑定系統應用於環境微生物之分析(另開新視窗),10
1025322760,5425,102年度桃園縣空氣品質監測站暨實驗室資訊品保品管查核計畫-實驗室資訊品保品管查核工作(另開新視窗),10
1021558225,5425,102年度桃園縣空氣品質監測站暨實驗室資訊品保品管查核計畫-空氣品質監測站品保品管查核工作(另開新視窗),10
1029436900,5425,102年度屏東縣河川水質監測計畫(另開新視窗),10
1026899581,5425,102年度桃園縣環境品質監測計畫(另開新視窗),10
1020957811,5425,102 年度台灣外島及澎湖內灣海域環境品質及污染來源調查監測暨強化緊急應變計畫(另開新視窗),10
1022807626,5425,102年環境檢測機構管理作業服務計畫(另開新視窗),10
1022477499,5425,油污染鑑識新檢測技術建立及應用(另開新視窗),10
1021067544,5425,土壤底泥中農藥、多環芳香烴、酚類、塑化劑、有機錫調查計畫(1/2)(另開新視窗),10
1021536054,5425,底泥生物慢毒性檢測技術之建立與應用(1/2)(另開新視窗),10
1026687639,5425,環境中奈米物質量測及特性分析技術開發(另開新視窗),10
1024928929,5425,102年度臺東縣環境教育推動執行工作計畫(另開新視窗),10
1025509780,5425,102年度紫外線預報系統與儀器校驗實驗室專案工作計畫(另開新視窗),10
1027652275,5425,奈米碳管修飾電極進行環境水質分析之先期研究(另開新視窗),10
1021632465,5425,微萃取技術開發(1/4)-水中極性有機化合物之檢測方法建立(另開新視窗),10
1025477120,5425,適用勞工作業環境空氣有害物質容許濃度五十分之一管制項目調查技術評析(2/2)(另開新視窗),10
1023829288,5425,建立周界N-甲基咯酮等有機空氣污染物之調查技術開發(另開新視窗),10
1024654509,5425,奈米金微粒對細胞毒性檢測技術及生物標記之篩選建立(另開新視窗),10
1025911394,5425,高科技產業放流水中生物毒性成因之探討(1/4)(另開新視窗),10
1026837818,5425,底泥品質指標項目低濃度限值檢測技術建立及調查(另開新視窗),10
RAKCWOLYGJ,5413,97年推動環保有功團體及人員遴選表揚專案計畫(另開新視窗),11
YZBDPWARCH,5413,環保產品宣導及線上採購網推廣 (第二年) 專案工作計畫(另開新視窗),11
XOETVUWYHD,5413,第十七屆中華民國企業環保獎行政作業及獲獎績優廠商觀摩研討會專案工作計畫(另開新視窗),11
SBMKWNUQTG,5413,環境保護財團法人95年及96年財務及業務查核工作專案計畫(另開新視窗),11
0966874847,5413,台南縣空氣污染防制宣導訓練計畫(另開新視窗),11
0969834396,5413,96年度「臺北市社區環保服務團計畫」(另開新視窗),11
FEUMLYTCHN,5413,96年基隆市指定業者輔導、登記、管制及宣導計畫(另開新視窗),11
DYNCHUILWE,5413,96年「建置環境友善奈米科技之知識平台」(另開新視窗),11
CSWAYDXPFJ,5413,稽核認證監督制度研修及稽核認證團體查核評鑑計畫(另開新視窗),11
HUPDLRFQXC,5413,第16屆中華民國企業環保獎行政作業及獲獎績優廠商觀摩研討會(另開新視窗),11
MITLKPJHWQ,5413,2007綠色生活展覽會及綠色產品國際研討會專案工作計畫(另開新視窗),11
KYADPZULRJ,5413,全民綠色生活資訊平台規劃及網路行銷推廣專案計畫(另開新視窗),11
HAGYKPXDBJ,5413,民間綠色消費及綠色採購推廣計畫(另開新視窗),11
ZPKYVEXWIN,5413,環保產品宣導及線上採購網推廣計畫(另開新視窗),11
QJEVFYINCP,5413,推動我國產業環境會計制度(96年度)計畫(另開新視窗),11
OXVJMYFELI,5413,台中市指定業者輔導、登記、管制及宣導計畫(另開新視窗),11
JVIONRCWQG,5413,推動我國產業環境會計制度（95年度）(另開新視窗),11
A000000360860,5413,第十五屆中華民國企業環保獎行政作業及獲獎績優廠商觀摩研討會(另開新視窗),11
A000000360690,5413,環境影響評估法令宣導及環境影響評估制度之研討(另開新視窗),11
A000000360607,5413,95年度民眾、學生環保知識調查(另開新視窗),11
A000000360402,5413,95年度國家永續發展獎(另開新視窗),11
A000000360282,5413,第四屆環境荷爾蒙及持久性有機污染物研討會計畫(另開新視窗),11
A000000360299,5413,台中市指定業者輔導、登記、管制及宣導計畫(另開新視窗),11
A000000359397,5413,推動我國產業環境會計制度（94年度）計畫(另開新視窗),11
A000000359455,5413,94年社區環境改造專案管理(另開新視窗),11
A000000359328,5413,第十四屆中華民國企業環保獎行政作業及獲獎績優廠商觀摩研討會(另開新視窗),11
A000000357922,5413,94年度民眾、學生環保知識調查報告(另開新視窗),11
A000000357923,5413,九十四年推動環境保護有功學校、教師及學生遴選表揚(另開新視窗),11
A000000354398,5413,94年度「永續發展推動績優獎」專案工作計畫(另開新視窗),11
A000000354397,5413,台中市指定業者輔導、登記、管制及宣導計畫(另開新視窗),11
A000000341217,5413,九十三年度環保署社區環境改造技術服務團期未成果報告(另開新視窗),11
A000000341171,5413,環保標章賣場資訊宣導活動(另開新視窗),11
A000000341225,5413,93年中華民國環保義工日-環保帶動唱活動(另開新視窗),11
A000000341182,5413,第十三屆中華民國企業環保獎行政作業及獲獎績優廠商觀摩研討會專案工作計畫(另開新視窗),11
A000000341160,5413,第三屆環境荷爾蒙及持久性有機污染物研討會計畫(另開新視窗),11
A000000341068,5413,推動我國產業環境會計制度(九十三年度)計畫(另開新視窗),11
A000000341067,5413,九十三年度民眾、學生環保知識調查(另開新視窗),11
A000000341101,5413,九十三年度環境影響評估研討及相關法規與資源保育宣導計畫(另開新視窗),11
A000000341104,5413,稻草收割時期加強巡查及宣導管制計畫(另開新視窗),11
A000000340187,5413,九十三年推動環境保護有功學校、教師及學生遴選表揚(另開新視窗),11
A000000359153,5413,93年度臺北市社區環保服務團計畫(另開新視窗),11
A000000344574,5413,自行車區域推廣計畫(另開新視窗),11
A000000358344,5413,九十二年北港溪流域生物生態資料庫建立及教育訓練(另開新視窗),11
A000000341026,5413,電動機車示範推廣使用計畫(另開新視窗),11
A000000334919,5413,永續發展推動績優獎(另開新視窗),11
A000000320961,5413,相招作伙打造美家園活動(另開新視窗),11
A000000320956,5413,屏東地區登革熱病媒蚊孳生源清除與教育宣導工作(另開新視窗),11
A000000321029,5413,第十二屆中華民國企業環保獎行政作業及獲獎績優廠商觀摩研討會(另開新視窗),11
A000000320963,5413,第十二屆全國環保模範社區遴選表揚作業專案(另開新視窗),11
A000000321063,5413,九十二年度環境影響評估法令及資源保育宣導計畫(另開新視窗),11
1006883553,5407,二仁溪風華再現環境與人文變遷影像編撰計畫(另開新視窗),01
1003060241,5407,100年度「臺北市民眾參與河川污染巡守推動計畫」(另開新視窗),01
1001424591,5407,100年彰化縣污染源稽查管制及河川、海洋污染防治計畫(另開新視窗),01
1004501424,5407,「淡水河及二仁溪流域汙染整治生態效益調查計畫」(另開新視窗),01
1007215435,5407,月津古港水質淨化場效益評估及操作維護計畫(另開新視窗),01
1000809956,5407,「彰化縣洋子厝溪流域人工濕地生態淨水系統及舊濁水溪流域污染削減處理設施之操作維護管理計畫」(另開新視窗),01
1008351128,5407,臺南市政府豬事大吉-清潔養豬改善河川水質效益評估計畫(另開新視窗),01
1001167641,5407,台灣地區生活灰水回收再利用先期探討計畫(另開新視窗),01
1002381436,5407,四重溪及和平溪水區劃定及標準作業程序建立計畫(另開新視窗),01
1001538601,5407,100年度臺東縣關山人工濕地保育計畫(另開新視窗),01
1003065567,5407,100年嘉義縣河川污染整治設施維護操作及效益評估計畫(另開新視窗),01
1006817329,5407,100年臺南市水污染源稽查管制計畫(另開新視窗),01
1005234411,5407,100年基隆市河川流域管理暨海洋污染宣導演練計畫(另開新視窗),01
1005173515,5407,100年桃園縣南崁溪及老街溪等流域水污染源稽查管制計畫(另開新視窗),01
1004554174,5407,海洋污染緊急應變能量及設備器材評估檢討專案工作計畫(另開新視窗),01
1009267067,5407,產業廢水污染調查及管制措施研議計畫(第三年)(另開新視窗),01
1003856263,5407,生活污水削減及管制策略計畫(另開新視窗),01
1005769930,5407,事業廢水檢測申報許可管理及資料庫維護管理計畫(第三年)(另開新視窗),01
1008167198,5407,事業廢水分業分級管制及個別許可強化管理計畫(另開新視窗),01
1008421952,5407,水污染防治法罰則修法研議計畫(另開新視窗),01
1002658754,5407,100年宜蘭縣推動水環境守望襄助巡守計畫(另開新視窗),01
1003033912,5407,海洋污染防治及應變資源系統整合計畫(另開新視窗),01
1004505672,5407,老街溪污染總量管制模式評估計畫專案工作計畫(另開新視窗),01
1001670359,5407,100年度「水環境巡守隊E化管理經營與輔導計畫」(另開新視窗),01
1006060753,5407,清潔養豬最適化推廣模式及豬糞再利用技術推動計畫(另開新視窗),01
1003329848,5407,屏東縣流域河川水質改善及污染削減具體行動計畫(另開新視窗),01
1000937011,5407,南部地區河川污染整治與水質改善策略規劃及執行計畫(另開新視窗),01
1000462868,5407,屏東縣清潔養豬改善河川水質效益評估計畫(另開新視窗),01
1001997509,5407,水環境介質中奈米微粒量測、轉換及宿命研究(另開新視窗),01
1001500836,5407,海洋油污染溢油模擬暨緊急應變科學諮詢專案工作計畫(另開新視窗),01
1002601742,5407,100年度台灣南部海域環境品質調查監測及海洋垃圾調查計畫(另開新視窗),01
1000397689,5407,全國重點河川流域管理評鑑及整合計畫(第二年)(另開新視窗),01
1000938282,5407,花蓮縣養豬業廢水臭味管制與改善計畫(另開新視窗),01
1005442490,5407,嘉義市水資源永續利用之中水回收再利用診斷輔導計畫(另開新視窗),01
1005723688,5407,工業區專用下水道系統水污染管制綜合管理計畫(另開新視窗),01
1009021623,5407,海洋污染事件及海域化學品污染擴散模擬與應變研析計畫(另開新視窗),01
1007399572,5407,集水區非點源污染現地處理技術研發與應用計畫(另開新視窗),01
1008688069,5407,100年基隆市飲用水暨社區污水重點稽查管制計畫(另開新視窗),01
1018794268,5407,100年度臺中市政府轄內流域污染源稽查管制及河川巡守隊運作教育宣導計畫(另開新視窗),01
1009529113,5407,南區河川巡守管理計畫(另開新視窗),01
1002252515,5407,飲用水水源水質保護區地理資訊系統及飲用水管理資訊系統擴充維護計畫(另開新視窗),01
1000751254,5407,環境水質監測作業管理評析暨品質保證計畫(另開新視窗),01
1000045163,5407,飲用水水源與水質中新興污染物對人體健康風險評估之研究計畫(2/4)(另開新視窗),01
1003765597,5407,100年度事業廢(污)水排放稽查管制暨愛護河川宣導演練計畫(另開新視窗),01
1001385852,5407,北部地區河川污染整治與水質改善策略規劃及執行計畫(另開新視窗),01
1006357478,5407,結合支撐式液膜及離子交換樹脂於多成分金屬離子廢液處理技術開發(另開新視窗),01
1004466506,5407,100年度嘉義市流域及水污染防治暨南區水污染事件緊急應變民間機構協力處理計畫(另開新視窗),01
1000826768,5407,應用雷達衛星監控海洋污染計畫(另開新視窗),01
1001348649,5407,飲用水水源水質保護區變更政策環境影響評估計畫(另開新視窗),01
1005368832,5407,100年度「新竹縣養豬業源頭減量清潔養豬(豬廁所)及豬糞再利用示範推廣計畫(另開新視窗),01
1010121986,5405,101年度基隆市加強街道揚塵洗掃計畫(另開新視窗),02
1012382291,5405,101年臺中市空氣品質維護綜合管理計畫(另開新視窗),02
1010808515,5405,石灰石加速風化法二氧化碳減量先期研究規劃(另開新視窗),02
1012217594,5405,兩岸環保服務業交流平台計畫-節能減碳分組(另開新視窗),02
1011536523,5405,固定污染源空氣污染物連續自動監測設施擴大管理及數據統計應用計畫(另開新視窗),02
1011770132,5405,101年度澎湖縣營建工程稽查管制計畫(另開新視窗),02
1014186642,5405,重大污染源空氣污染物排放管制查核暨光學量測技術調查專案計畫(另開新視窗),02
1013441683,5405,街道揚塵洗掃監督管理及評估計畫(另開新視窗),02
1015021744,5405,固定污染源空氣污染防制費查核、管理暨制度研修計畫(另開新視窗),02
1012724814,5405,使用中汽油車排氣檢驗及保養制度推動專案工作計畫(另開新視窗),02
1017067994,5405,提升中部及雲嘉南空品區空氣品質改善計畫(另開新視窗),02
1014672356,5405,加強民生關注議題臭異味改善工作計畫(另開新視窗),02
1014917902,5405,全國空氣品質改善與整合性污染減量推動計畫(另開新視窗),02
1019442902,5405,空氣污染物排放清冊建置與提報制度檢討計畫(另開新視窗),02
1019858385,5405,101年度嘉義市移動污染源管制及低污染車輛推廣計畫(另開新視窗),02
1011575773,5405,建立碳中和推動機制與實踐專案計畫(另開新視窗),02
1012418247,5405,低碳永續家園建構及執行成效考核專案工作計畫(另開新視窗),02
1014602434,5405,金門低碳島建設與執行成效考核專案工作計畫(另開新視窗),02
1019074493,5405,金門縣101年度移動污染源稽查管制計畫(另開新視窗),02
1019909359,5405,101年度嘉義縣機動車輛停車怠速熄火宣導(另開新視窗),02
1012305760,5405,金門縣101年度逸散污染源稽查管制計畫(另開新視窗),02
1018304467,5405,101年度屏東縣「執行停車怠速熄火宣導及管制計畫」(另開新視窗),02
1016162010,5405,執行停車怠速熄火宣導及管制計畫(另開新視窗),02
1017831165,5405,執行停車怠速熄火宣導及管制計畫(另開新視窗),02
1012965820,5405,101年度移動污染源稽查管制計畫(另開新視窗),02
1019237836,5405,固定污染源許可、空污費、工業區稽查管制及總量管制先期作業暨室內空氣品質管理計畫(另開新視窗),02
1019735586,5405,移動污染源稽查管制計畫(另開新視窗),02
1016806663,5405,柴油車動力計排煙檢測站檢驗計畫(另開新視窗),02
1016135451,5405,101年度南區低碳永續生活圈規劃與推動專案計畫(另開新視窗),02
1018541368,5405,101 年度中部科學工業園區空氣污染物稽查管制計畫(另開新視窗),02
1019129280,5405,固定污染源稽查管制及空污費催補繳工作計畫(另開新視窗),02
1015824120,5405,車輛二氧化碳排放管制計畫(另開新視窗),02
1018070935,5405,101年度綠色奈米技術之開發及應用計畫-沼氣脫硫奈米零價鐵濾床技術之開發與應用(另開新視窗),02
1019493999,5405,屏東縣工業區臭味物質監測及有害污染物調查計畫(另開新視窗),02
1011103719,5405,金門縣執行停車怠速熄火宣導及管制計畫(另開新視窗),02
1014115093,5405,101年臺中市河川揚塵防制計畫(另開新視窗),02
1014725641,5405,101年度屏東縣空氣品質監測站操作維護及品保品管計畫(另開新視窗),02
1016513117,5405,露天燃燒及環境污染陳情案件稽查管制計畫(另開新視窗),02
1016957900,5405,101年度新竹市揮發性有機物及餐飲業稽查管制計畫(另開新視窗),02
1010032744,5405,屏東縣汛期後高屏溪沿岸揚塵環境清理計畫(另開新視窗),02
1010749429,5405,利用室內植物減低醫療院所密閉空間空氣污染物監測評估及宣導推廣專案工作計畫(另開新視窗),02
1017658415,5405,揮發性有機物稽查管制計畫(另開新視窗),02
1011160087,5405,101年度嘉義市執行停車怠速熄火宣導及管制計畫(另開新視窗),02
1011444345,5405,城市碳盤查登錄及碳揭露服務平台系統建置規劃與教育訓練專案計畫(另開新視窗),02
1012212292,5405,101年度屏東縣空氣品質管理發展計畫(另開新視窗),02
1012357471,5405,101年度執行停車怠速熄火宣導及管制計畫(另開新視窗),02
1013261190,5405,101年度嘉義市柴油車空氣污染管制及稽查計畫(另開新視窗),02
1018937603,5405,101年度澎湖縣移動污染源稽查管制計畫(另開新視窗),02
1019280929,5405,101年「新竹市空氣污染陳情(含露天燃燒及金紙減量)暨砂石場及空污費稽查管制計畫」(另開新視窗),02
1017906810,5405,101年屏東縣移動污染源稽查管制計畫-機車排氣檢測暨宣導活動計畫(另開新視窗),02
VAZSORMUQJ,5452,2008資源回收國際研討會(另開新視窗),06
MTVYBNGJSD,5452,97年度委託辦理垃圾減量、資源回收宣導計畫(另開新視窗),06
JEVOFDHXMS,5452,97年度應回收廢棄物稽核認證團體(廢機動車輛類-南區)專案工作計畫(另開新視窗),06
QZGANEISCJ,5452,97年度桃園縣資源回收責任業者及販賣業者管理重點稽查取締委辦計畫(另開新視窗),06
QGMCUFTZSP,5452,資源回收清除處理費率架構調整暨強化費率審議委員會運作計畫(另開新視窗),06
JWDHSNEXLA,5452,車用汽柴油品質管理暨現場查核(另開新視窗),06
JYUTXNHEPL,5452,應回收廢容器回收分類及處理技術開發專案工作計畫(另開新視窗),06
MBYUZRHLAC,5452,武洛溪及東港溪河岸河面垃圾及布袋蓮清除工作計畫(另開新視窗),06
HEFLADBORW,5452,應回收廢棄物稽核認證團體(廢機動車輛類-北區)(另開新視窗),06
HFETPWKAVD,5452,「廢容器回收體制運作探討與評估」專案工作計畫(另開新視窗),06
HXPBKVYAIF,5452,97年資源回收管理流程電子化及資訊系統資料庫整合專案工作計畫(另開新視窗),06
UPFXBCNZAV,5452,廢電子電器及廢資訊物品自主回收處理管道解構及最佳化運作系統規劃專案工作計畫(另開新視窗),06
WLAKRSPTHZ,5452,一般廢棄物資源循環推動計畫-整合宣導（桃園縣）(另開新視窗),06
JLPEMZGARO,5452,峇里路線圖及低碳經濟之因應方案(一)(另開新視窗),06
KBIZCDQYWF,5452,一般廢棄物垃圾組成採樣及分析工作(97年度)(另開新視窗),06
OMTRHLICDP,5452,一般廢棄物資源循環推動計畫(另開新視窗),06
NWTQHLAOPZ,5452,97年廢機動車輛回收獎勵金審核執行專案工作計畫(另開新視窗),06
MFSYKUWXQE,5452,97年度資源回收管理基金責任業者營業量申報輔導、審查、勾稽暨系統提昇計畫(另開新視窗),06
QKMWSHDJAG,5452,廢機動車輛回收清除處理體系檢討暨源頭減量再利用分析規劃專案工作計畫(另開新視窗),06
GLURFQHWTI,5452,應回收廢棄物稽核認證團體監督查核評鑑計畫專案工作計畫(另開新視窗),06
LWTRZAPDFB,5452,「應回收廢棄物稽核認證團體（廢電子電器及廢資訊物品類）專案工作計畫」(另開新視窗),06
TFEGJIRYNL,5452,「廢液晶顯示產品最適處理技術評估與運作成本計算」專案工作計畫(另開新視窗),06
NQDBOVXEFS,5452,台南縣仁德鄉二仁溪河畔非法棄置不明廢棄物場址調查與清理規劃計畫(另開新視窗),06
OEPKQWJDHR,5452,室內植物淨化空氣調查評估與宣導推廣計畫(另開新視窗),06
OFVEUBSZYJ,5452,應回收廢棄物稽核認證團體(廢塑膠容器類)專案工作計畫(另開新視窗),06
YTPDGBHZRX,5452,應回收廢棄物稽核認證團體（廢輪胎類及廢鉛蓄電池類）(另開新視窗),06
EIPQHOTMUR,5452,酸雨監測分析及有害物質溼沉降調查評估工作評估計畫(另開新視窗),06
VLDAXKQBRN,5452,97年度嘉義市ㄧ般廢棄物資源循環推動計畫-整合宣導(另開新視窗),06
ZAWJXLCUNP,5452,應回收廢棄物稽核認證團體(非塑膠廢容器類及廢乾電池類)專案工作計畫(另開新視窗),06
ZMXGECLUIH,5452,蒙特婁議定書列管化學物質管制削減(另開新視窗),06
